"id","ip_address","event_name","match_no","time_sec","robot","alliance","action","location","result","points","timestamp"
"15647","192.168.1.124","Week 6 Mercury","1","7","231","Red","auton_center","starting_pad","Success","0","2025-04-03 13:08:02"
"15648","192.168.1.111","Week 6 Mercury","1","7","148","Blue","auton_center","starting_pad","Success","0","2025-04-03 13:08:02"
"15649","192.168.1.103","Week 6 Mercury","1","7","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:03"
"15650","192.168.1.142","Week 6 Mercury","1","11","9105","Red","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:07"
"15651","192.168.1.103","Week 6 Mercury","1","12","9492","Blue","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:08"
"15652","192.168.1.142","Week 6 Mercury","1","13","9105","Red","picks_up_coral","station","Success","0","2025-04-03 13:08:08"
"15653","192.168.1.103","Week 6 Mercury","1","14","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:09"
"15654","192.168.1.142","Week 6 Mercury","1","14","9105","Red","scores_coral_level_4","reef","Success","8","2025-04-03 13:08:09"
"15655","192.168.1.124","Week 6 Mercury","1","15","231","Red","scores_coral_level_1","reef","Success","1","2025-04-03 13:08:11"
"15656","192.168.1.133","Week 6 Mercury","1","15","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:08:14"
"15657","192.168.1.103","Week 6 Mercury","1","16","9492","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:16"
"15658","192.168.1.142","Week 6 Mercury","1","18","9105","Red","picks_up_coral","station","Success","0","2025-04-03 13:08:17"
"15659","192.168.1.142","Week 6 Mercury","1","19","9105","Red","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:19"
"15660","192.168.1.103","Week 6 Mercury","1","21","9492","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:08:20"
"15661","192.168.1.111","Week 6 Mercury","1","22","148","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:21"
"15662","192.168.1.109","Week 6 Mercury","1","22","1296","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:08:21"
"15663","192.168.1.103","Week 6 Mercury","1","25","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:24"
"15664","192.168.1.142","Week 6 Mercury","1","26","9105","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:08:25"
"19248","192.168.1.123","Week 6 Mercury","1","149","5829","Red","attempts_parked","barge","Success","2","2025-04-04 00:01:23"
"15665","192.168.1.111","Week 6 Mercury","1","28","148","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:08:27"
"15666","192.168.1.103","Week 6 Mercury","1","28","9492","Blue","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:28"
"15667","192.168.1.133","Week 6 Mercury","1","29","3735","Red","scores_coral_level_1","reef","Success","1","2025-04-03 13:08:28"
"15668","192.168.1.142","Week 6 Mercury","1","30","9105","Red","scores_algae_net","net","Success","4","2025-04-03 13:08:29"
"15669","192.168.1.103","Week 6 Mercury","1","31","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:30"
"15670","192.168.1.124","Week 6 Mercury","1","32","231","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:32"
"15671","192.168.1.142","Week 6 Mercury","1","36","9105","Red","picks_up_algae","mid_field","Failure","0","2025-04-03 13:08:35"
"15672","192.168.1.109","Week 6 Mercury","1","36","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:36"
"15673","192.168.1.111","Week 6 Mercury","1","36","148","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:08:36"
"15674","192.168.1.109","Week 6 Mercury","1","37","1296","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:08:37"
"15675","192.168.1.133","Week 6 Mercury","1","39","3735","Red","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:39"
"15676","192.168.1.103","Week 6 Mercury","1","40","9492","Blue","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:39"
"15677","192.168.1.109","Week 6 Mercury","1","39","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:39"
"15678","192.168.1.142","Week 6 Mercury","1","40","9105","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:08:40"
"15679","192.168.1.103","Week 6 Mercury","1","41","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:40"
"15680","192.168.1.109","Week 6 Mercury","1","41","1296","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:08:41"
"15681","192.168.1.133","Week 6 Mercury","1","42","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:08:42"
"15682","192.168.1.124","Week 6 Mercury","1","43","231","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:43"
"15683","192.168.1.111","Week 6 Mercury","1","43","148","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:08:43"
"15684","192.168.1.109","Week 6 Mercury","1","47","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:46"
"15685","192.168.1.142","Week 6 Mercury","1","48","9105","Red","scores_algae_net","net","Success","4","2025-04-03 13:08:47"
"15686","192.168.1.133","Week 6 Mercury","1","48","3735","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:47"
"15687","192.168.1.109","Week 6 Mercury","1","48","1296","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:08:47"
"15688","192.168.1.124","Week 6 Mercury","1","51","231","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:50"
"15689","192.168.1.103","Week 6 Mercury","1","52","9492","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:51"
"15690","192.168.1.133","Week 6 Mercury","1","54","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:08:53"
"15691","192.168.1.103","Week 6 Mercury","1","54","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:08:54"
"15692","192.168.1.133","Week 6 Mercury","1","60","3735","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:08:59"
"15693","192.168.1.103","Week 6 Mercury","1","60","9492","Blue","scores_coral_level_4","reef","Failure","0","2025-04-03 13:08:59"
"15694","192.168.1.103","Week 6 Mercury","1","62","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:01"
"15695","192.168.1.142","Week 6 Mercury","1","62","9105","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:09:01"
"15696","192.168.1.109","Week 6 Mercury","1","62","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:01"
"15697","192.168.1.124","Week 6 Mercury","1","61","231","Red","scores_coral_level_4","reef","Failure","0","2025-04-03 13:09:01"
"15698","192.168.1.111","Week 6 Mercury","1","63","148","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:09:02"
"15699","192.168.1.133","Week 6 Mercury","1","63","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:03"
"15700","192.168.1.109","Week 6 Mercury","1","65","1296","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:04"
"15701","192.168.1.103","Week 6 Mercury","1","68","9492","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:07"
"15702","192.168.1.133","Week 6 Mercury","1","68","3735","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:08"
"15703","192.168.1.142","Week 6 Mercury","1","69","9105","Red","scores_algae_net","net","Success","4","2025-04-03 13:09:08"
"15704","192.168.1.109","Week 6 Mercury","1","69","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:08"
"15705","192.168.1.103","Week 6 Mercury","1","69","9492","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:09"
"15706","192.168.1.124","Week 6 Mercury","1","70","231","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:10"
"15707","192.168.1.133","Week 6 Mercury","1","72","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:11"
"15708","192.168.1.109","Week 6 Mercury","1","73","1296","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:12"
"15709","192.168.1.142","Week 6 Mercury","1","75","9105","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:09:15"
"15710","192.168.1.133","Week 6 Mercury","1","77","3735","Red","scores_coral_level_4","reef","Failure","0","2025-04-03 13:09:16"
"15711","192.168.1.111","Week 6 Mercury","1","77","148","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:16"
"15712","192.168.1.109","Week 6 Mercury","1","77","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:16"
"15713","192.168.1.109","Week 6 Mercury","1","77","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:17"
"15714","192.168.1.103","Week 6 Mercury","1","79","9492","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:18"
"15715","192.168.1.142","Week 6 Mercury","1","82","9105","Red","scores_algae_net","net","Success","4","2025-04-03 13:09:21"
"15716","192.168.1.133","Week 6 Mercury","1","83","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:22"
"15717","192.168.1.109","Week 6 Mercury","1","83","1296","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:22"
"15718","192.168.1.124","Week 6 Mercury","1","86","231","Red","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:26"
"15719","192.168.1.133","Week 6 Mercury","1","88","3735","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:28"
"15720","192.168.1.109","Week 6 Mercury","1","88","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:28"
"15721","192.168.1.142","Week 6 Mercury","1","88","9105","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:28"
"15722","192.168.1.142","Week 6 Mercury","1","89","9105","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:29"
"15723","192.168.1.109","Week 6 Mercury","1","91","1296","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:30"
"15724","192.168.1.133","Week 6 Mercury","1","91","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:31"
"15725","192.168.1.142","Week 6 Mercury","1","93","9105","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:33"
"15726","192.168.1.133","Week 6 Mercury","1","98","3735","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:37"
"15727","192.168.1.142","Week 6 Mercury","1","98","9105","Red","scores_coral_level_3","reef","Failure","0","2025-04-03 13:09:37"
"15728","192.168.1.109","Week 6 Mercury","1","98","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:38"
"15729","192.168.1.109","Week 6 Mercury","1","99","1296","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:38"
"15730","192.168.1.133","Week 6 Mercury","1","102","3735","Red","picks_up_coral","station","Failure","0","2025-04-03 13:09:41"
"15731","192.168.1.142","Week 6 Mercury","1","104","9105","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:43"
"15732","192.168.1.133","Week 6 Mercury","1","104","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:44"
"15733","192.168.1.124","Week 6 Mercury","1","107","231","Red","scores_coral_level_3","reef","Failure","0","2025-04-03 13:09:46"
"15734","192.168.1.109","Week 6 Mercury","1","108","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:47"
"15735","192.168.1.109","Week 6 Mercury","1","108","1296","Blue","scores_coral_level_4","reef","Failure","0","2025-04-03 13:09:48"
"15736","192.168.1.142","Week 6 Mercury","1","110","9105","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:50"
"15737","192.168.1.133","Week 6 Mercury","1","111","3735","Red","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:50"
"15738","192.168.1.111","Week 6 Mercury","1","111","148","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:09:50"
"15739","192.168.1.133","Week 6 Mercury","1","113","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:53"
"15740","192.168.1.111","Week 6 Mercury","1","116","148","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:09:55"
"15741","192.168.1.133","Week 6 Mercury","1","116","3735","Red","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:56"
"15742","192.168.1.109","Week 6 Mercury","1","117","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:09:56"
"15743","192.168.1.109","Week 6 Mercury","1","118","1296","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:09:58"
"15744","192.168.1.124","Week 6 Mercury","1","120","231","Red","scores_coral_level_3","reef","Success","3","2025-04-03 13:09:59"
"15745","192.168.1.133","Week 6 Mercury","1","120","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:09:59"
"15746","192.168.1.111","Week 6 Mercury","1","122","148","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:10:02"
"15747","192.168.1.133","Week 6 Mercury","1","123","3735","Red","scores_coral_level_3","reef","Success","3","2025-04-03 13:10:03"
"15748","192.168.1.142","Week 6 Mercury","1","124","9105","Red","picks_up_coral","station","Success","0","2025-04-03 13:10:03"
"15749","192.168.1.109","Week 6 Mercury","1","125","1296","Blue","picks_up_coral","station","Success","0","2025-04-03 13:10:04"
"15750","192.168.1.109","Week 6 Mercury","1","126","1296","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:10:05"
"15751","192.168.1.133","Week 6 Mercury","1","126","3735","Red","picks_up_coral","station","Success","0","2025-04-03 13:10:05"
"15752","192.168.1.142","Week 6 Mercury","1","128","9105","Red","scores_coral_level_3","reef","Failure","0","2025-04-03 13:10:07"
"15753","192.168.1.124","Week 6 Mercury","1","129","231","Red","scores_coral_level_2","reef","Success","2","2025-04-03 13:10:09"
"15754","192.168.1.111","Week 6 Mercury","1","132","148","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:10:11"
"15755","192.168.1.109","Week 6 Mercury","1","134","1296","Blue","attempts_deep_climb","barge","Success","12","2025-04-03 13:10:13"
"15756","192.168.1.124","Week 6 Mercury","1","135","231","Red","scores_coral_level_2","reef","Success","2","2025-04-03 13:10:14"
"15757","192.168.1.133","Week 6 Mercury","1","142","3735","Red","scores_coral_level_3","reef","Success","3","2025-04-03 13:10:21"
"15758","192.168.1.111","Week 6 Mercury","1","149","148","Blue","attempts_deep_climb","barge","Success","12","2025-04-03 13:10:28"
"15760","192.168.1.142","Week 6 Mercury","1","149","9105","Red","attempts_parked","barge","Success","2","2025-04-03 13:10:31"
"15761","192.168.1.124","Week 6 Mercury","1","149","231","Red","attempts_deep_climb","barge","Success","12","2025-04-03 13:10:37"
"15762","192.168.1.103","Week 6 Mercury","1","149","9492","Blue","disabled","anywhere","Success","0","2025-04-03 13:11:24"
"19136","192.168.1.123","Week 6 Mercury","1","149","4610","Red","attempts_parked","barge","Success","2","2025-04-03 23:49:29"
"15764","192.168.1.109","Week 6 Mercury","2","3","2689","Blue","starting_position_3","starting_pad","Success","0","2025-04-03 13:19:28"
"15765","192.168.1.133","Week 6 Mercury","2","3","4610","Red","starting_position_1","starting_pad","Success","0","2025-04-03 13:19:28"
"15766","192.168.1.109","Week 6 Mercury","2","4","2689","Blue","auton_center","starting_pad","Success","0","2025-04-03 13:19:29"
"15767","192.168.1.133","Week 6 Mercury","2","4","4610","Red","crosses_starting_line","starting_line","Success","3","2025-04-03 13:19:29"
"15768","192.168.1.103","Week 6 Mercury","2","3","4364","Blue","starting_position_1","starting_pad","Success","0","2025-04-03 13:19:29"
"15769","192.168.1.103","Week 6 Mercury","2","4","4364","Blue","crosses_starting_line","starting_line","Success","3","2025-04-03 13:19:30"
"15770","192.168.1.103","Week 6 Mercury","2","6","4364","Blue","auton_center","starting_pad","Success","0","2025-04-03 13:19:31"
"15771","192.168.1.142","Week 6 Mercury","2","6","5431","Red","auton_center","starting_pad","Success","0","2025-04-03 13:19:31"
"15772","192.168.1.133","Week 6 Mercury","2","6","4610","Red","auton_center","starting_pad","Success","0","2025-04-03 13:19:32"
"15773","192.168.1.142","Week 6 Mercury","2","7","5431","Red","crosses_starting_line","starting_line","Success","3","2025-04-03 13:19:32"
"15774","192.168.1.111","Week 6 Mercury","2","7","4153","Blue","crosses_starting_line","starting_line","Success","3","2025-04-03 13:19:32"
"15775","192.168.1.142","Week 6 Mercury","2","8","5431","Red","scores_coral_level_4","reef","Failure","0","2025-04-03 13:19:33"
"15776","192.168.1.111","Week 6 Mercury","2","9","4153","Blue","starting_position_2","starting_pad","Success","0","2025-04-03 13:19:34"
"15777","192.168.1.111","Week 6 Mercury","2","11","4153","Blue","auton_center","starting_pad","Success","0","2025-04-03 13:19:36"
"15778","192.168.1.109","Week 6 Mercury","2","15","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:19:44"
"15779","192.168.1.109","Week 6 Mercury","2","17","2689","Blue","picks_up_coral","station","Success","0","2025-04-03 13:19:46"
"15780","192.168.1.109","Week 6 Mercury","2","18","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:19:48"
"15781","192.168.1.109","Week 6 Mercury","2","22","2689","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:19:51"
"15782","192.168.1.124","Week 6 Mercury","2","23","9515","Red","starting_position_2","starting_pad","Success","0","2025-04-03 13:19:53"
"15783","192.168.1.124","Week 6 Mercury","2","24","9515","Red","auton_center","starting_pad","Success","0","2025-04-03 13:19:54"
"15784","192.168.1.124","Week 6 Mercury","2","25","9515","Red","crosses_starting_line","starting_line","Success","0","2025-04-03 13:19:54"
"15785","192.168.1.133","Week 6 Mercury","2","25","4610","Red","scores_coral_level_2","reef","Failure","0","2025-04-03 13:19:55"
"15786","192.168.1.133","Week 6 Mercury","2","27","4610","Red","picks_up_coral","station","Success","0","2025-04-03 13:19:56"
"15787","192.168.1.133","Week 6 Mercury","2","33","4610","Red","picks_up_coral","station","Failure","0","2025-04-03 13:20:02"
"15788","192.168.1.109","Week 6 Mercury","2","34","2689","Blue","picks_up_algae","mid_field","Failure","0","2025-04-03 13:20:03"
"15789","192.168.1.133","Week 6 Mercury","2","35","4610","Red","picks_up_coral","station","Success","0","2025-04-03 13:20:04"
"15790","192.168.1.109","Week 6 Mercury","2","37","2689","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:20:06"
"15791","192.168.1.124","Week 6 Mercury","2","37","9515","Red","scores_algae_processor","processor","Failure","0","2025-04-03 13:20:06"
"15792","192.168.1.103","Week 6 Mercury","2","41","4364","Blue","scores_coral_level_4","reef","Failure","0","2025-04-03 13:20:10"
"15793","192.168.1.109","Week 6 Mercury","2","41","2689","Blue","scores_algae_processor","processor","Success","6","2025-04-03 13:20:11"
"15794","192.168.1.142","Week 6 Mercury","2","42","5431","Red","picks_up_coral","station","Success","0","2025-04-03 13:20:11"
"15795","192.168.1.142","Week 6 Mercury","2","43","5431","Red","scores_coral_level_4","reef","Success","4","2025-04-03 13:20:12"
"15796","192.168.1.103","Week 6 Mercury","2","45","4364","Blue","plays_defense","opponent_side","Success","0","2025-04-03 13:20:14"
"15797","192.168.1.133","Week 6 Mercury","2","46","4610","Red","scores_coral_level_1","reef","Failure","0","2025-04-03 13:20:16"
"15798","192.168.1.109","Week 6 Mercury","2","49","2689","Blue","picks_up_coral","station","Success","0","2025-04-03 13:20:19"
"15799","192.168.1.133","Week 6 Mercury","2","49","4610","Red","picks_up_coral","station","Success","0","2025-04-03 13:20:19"
"15800","192.168.1.111","Week 6 Mercury","2","50","4153","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:20:20"
"15801","192.168.1.109","Week 6 Mercury","2","51","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:20:20"
"15802","192.168.1.109","Week 6 Mercury","2","54","2689","Blue","picks_up_coral","station","Success","0","2025-04-03 13:20:24"
"15803","192.168.1.124","Week 6 Mercury","2","55","9515","Red","scores_algae_processor","processor","Success","6","2025-04-03 13:20:25"
"15804","192.168.1.109","Week 6 Mercury","2","55","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:20:25"
"15805","192.168.1.133","Week 6 Mercury","2","56","4610","Red","scores_coral_level_2","reef","Success","2","2025-04-03 13:20:25"
"15806","192.168.1.109","Week 6 Mercury","2","62","2689","Blue","picks_up_coral","station","Success","0","2025-04-03 13:20:31"
"15807","192.168.1.109","Week 6 Mercury","2","63","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:20:33"
"15808","192.168.1.133","Week 6 Mercury","2","64","4610","Red","picks_up_coral","station","Success","0","2025-04-03 13:20:34"
"15809","192.168.1.111","Week 6 Mercury","2","67","4153","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:20:36"
"15810","192.168.1.109","Week 6 Mercury","2","71","2689","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:20:40"
"15811","192.168.1.133","Week 6 Mercury","2","71","4610","Red","scores_coral_level_2","reef","Success","2","2025-04-03 13:20:40"
"15812","192.168.1.103","Week 6 Mercury","2","73","4364","Blue","block","opponent_side","Success","0","2025-04-03 13:20:42"
"15813","192.168.1.142","Week 6 Mercury","2","81","5431","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:20:51"
"15814","192.168.1.109","Week 6 Mercury","2","82","2689","Blue","scores_algae_processor","processor","Success","6","2025-04-03 13:20:51"
"15815","192.168.1.109","Week 6 Mercury","2","84","2689","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:20:53"
"15816","192.168.1.103","Week 6 Mercury","2","83","4364","Blue","block","opponent_side","Success","0","2025-04-03 13:20:53"
"15817","192.168.1.124","Week 6 Mercury","2","85","9515","Red","scores_algae_net","net","Success","4","2025-04-03 13:20:54"
"15818","192.168.1.142","Week 6 Mercury","2","88","5431","Red","scores_algae_net","net","Success","4","2025-04-03 13:20:58"
"15819","192.168.1.109","Week 6 Mercury","2","89","2689","Blue","scores_algae_processor","processor","Success","6","2025-04-03 13:20:58"
"15820","192.168.1.109","Week 6 Mercury","2","91","2689","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:21:00"
"15821","192.168.1.133","Week 6 Mercury","2","91","4610","Red","picks_up_coral","station","Success","0","2025-04-03 13:21:01"
"15822","192.168.1.109","Week 6 Mercury","2","95","2689","Blue","scores_algae_processor","processor","Success","6","2025-04-03 13:21:05"
"15823","192.168.1.133","Week 6 Mercury","2","96","4610","Red","scores_coral_level_2","reef","Success","2","2025-04-03 13:21:06"
"15824","192.168.1.142","Week 6 Mercury","2","97","5431","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:21:06"
"15825","192.168.1.142","Week 6 Mercury","2","97","5431","Red","scores_algae_net","net","Success","4","2025-04-03 13:21:07"
"15826","192.168.1.111","Week 6 Mercury","2","102","4153","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:21:11"
"15827","192.168.1.142","Week 6 Mercury","2","105","5431","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:21:14"
"15828","192.168.1.109","Week 6 Mercury","2","106","2689","Blue","picks_up_algae","mid_field","Success","0","2025-04-03 13:21:15"
"15829","192.168.1.142","Week 6 Mercury","2","109","5431","Red","scores_algae_net","net","Failure","0","2025-04-03 13:21:18"
"15830","192.168.1.109","Week 6 Mercury","2","110","2689","Blue","scores_algae_processor","processor","Success","6","2025-04-03 13:21:19"
"15831","192.168.1.111","Week 6 Mercury","2","110","4153","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:21:20"
"15832","192.168.1.103","Week 6 Mercury","2","115","4364","Blue","block","opponent_side","Success","0","2025-04-03 13:21:24"
"15833","192.168.1.142","Week 6 Mercury","2","115","5431","Red","picks_up_algae","mid_field","Success","0","2025-04-03 13:21:24"
"15834","192.168.1.109","Week 6 Mercury","2","115","2689","Blue","picks_up_coral","station","Success","0","2025-04-03 13:21:24"
"15835","192.168.1.109","Week 6 Mercury","2","118","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:21:27"
"15836","192.168.1.142","Week 6 Mercury","2","119","5431","Red","scores_algae_net","net","Success","4","2025-04-03 13:21:28"
"15837","192.168.1.109","Week 6 Mercury","2","127","2689","Blue","picks_up_coral","station","Success","0","2025-04-03 13:21:36"
"15838","192.168.1.111","Week 6 Mercury","2","128","4153","Blue","scores_coral_level_3","reef","Success","3","2025-04-03 13:21:37"
"15839","192.168.1.109","Week 6 Mercury","2","131","2689","Blue","scores_coral_level_1","reef","Success","1","2025-04-03 13:21:40"
"15840","192.168.1.142","Week 6 Mercury","2","131","5431","Red","scores_algae_net","net","Failure","0","2025-04-03 13:21:41"
"15841","192.168.1.111","Week 6 Mercury","2","143","4153","Blue","attempts_deep_climb","barge","Success","12","2025-04-03 13:21:53"
"15842","192.168.1.124","Week 6 Mercury","2","147","9515","Red","attempts_parked","barge","Success","2","2025-04-03 13:21:56"
"15843","192.168.1.109","Week 6 Mercury","2","147","2689","Blue","attempts_deep_climb","barge","Success","12","2025-04-03 13:21:56"
"15844","192.168.1.103","Week 6 Mercury","2","149","4364","Blue","attempts_parked","barge","Success","2","2025-04-03 13:21:58"
"15845","192.168.1.133","Week 6 Mercury","2","149","4610","Red","attempts_parked","barge","Success","2","2025-04-03 13:21:59"
"15872","192.168.1.109","Week 6 Mercury","3","30","9658","Blue","scores_coral_level_2","reef","Success","2","2025-04-03 13:48:23"
"15873","192.168.1.103","Week 6 Mercury","3","30","2582","Blue","picks_up_coral","station","Success","0","2025-04-03 13:48:23"
"15874","192.168.1.103","Week 6 Mercury","3","32","2582","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:48:25"
"15875","192.168.1.111","Week 6 Mercury","3","32","6672","Blue","scores_coral_level_4","reef","Success","4","2025-04-03 13:48:25"
